StudentID,GPA,SleepHours,SocialMediaHours,ExerciseHours,StudyHours,PartTimeJob,Major,Year,Device
462,3.3,8,6,0,2,No,Social Science,Senior,Phone
463,3.49,8,3,2,5,No,Arts,Junior,Phone
464,3.17,9,0,0,4,No,STEM,Junior,Phone
465,3.92,7,3,1,7,No,Business,Freshman,Desktop
466,2.75,8,6,2,5,Yes,Arts,Junior,Tablet
467,2.57,6,4,1,2,No,Business,Freshman,Laptop
468,3.74,5,7,2,4,Yes,Social Science,Freshman,Tablet
469,2.45,8,3,0,2,Yes,Arts,Freshman,Tablet
470,3.93,6,6,3,4,Yes,STEM,Freshman,Laptop
471,2.02,6,3,0,4,No,STEM,Freshman,Phone
472,3.94,6,6,0,5,No,Business,Sophomore,Laptop
473,2.09,9,1,0,5,No,Social Science,Freshman,Phone
474,3.78,9,6,2,5,No,Social Science,Senior,Laptop
475,3.06,6,5,3,4,No,Business,Freshman,Desktop
476,3.99,9,4,1,4,No,Arts,Sophomore,Tablet
477,2.15,7,3,0,2,No,Arts,Senior,Phone
478,3.11,6,6,2,3,Yes,Business,Senior,Tablet
479,3.94,7,6,1,5,Yes,Arts,Sophomore,Phone
480,3.05,7,3,0,6,No,Arts,Senior,Laptop
481,3.26,6,7,1,2,No,Arts,Sophomore,Laptop
482,3.39,5,4,0,2,No,Business,Junior,Laptop
483,2.91,6,4,1,1,No,STEM,Junior,Desktop
484,3.26,6,6,1,5,Yes,Social Science,Freshman,Laptop
485,3.17,9,0,3,7,Yes,STEM,Freshman,Laptop
486,3.8,6,1,3,2,No,Arts,Freshman,Desktop
487,2.09,5,4,0,1,Yes,Business,Freshman,Tablet
488,2.56,9,4,2,6,Yes,Social Science,Sophomore,Tablet
489,3.9,4,2,3,6,Yes,Arts,Junior,Phone
490,3.78,4,5,1,7,No,Social Science,Sophomore,Tablet
491,2.91,7,4,3,5,Yes,Social Science,Senior,Phone
492,3.24,7,1,3,4,No,STEM,Senior,Phone
493,2.55,5,5,0,1,No,Arts,Senior,Tablet
494,2.38,8,5,3,4,Yes,Social Science,Senior,Tablet
495,2.93,4,3,3,6,No,STEM,Senior,Desktop
496,2.71,7,3,1,6,Yes,Business,Junior,Phone
497,3.17,4,3,3,3,No,Social Science,Sophomore,Tablet
498,2.16,5,3,1,3,No,Arts,Senior,Tablet
499,3.95,5,2,3,7,Yes,Business,Freshman,Desktop
500,3.97,8,4,3,3,No,Social Science,Junior,Tablet
501,3.4,8,3,2,3,No,Social Science,Freshman,Laptop
502,3.07,9,6,3,7,No,Arts,Junior,Laptop
503,2.62,5,0,1,2,No,Social Science,Junior,Phone
504,3.63,7,3,1,3,Yes,Arts,Freshman,Desktop
505,3.37,4,4,0,2,No,Arts,Freshman,Tablet
506,2.33,6,3,0,2,Yes,Arts,Senior,Phone
507,3.82,8,2,2,5,Yes,Arts,Freshman,Tablet
508,3.65,6,1,1,2,Yes,Social Science,Sophomore,Laptop
509,3.9,7,1,1,2,Yes,Business,Junior,Tablet
510,3.45,8,4,1,3,No,Business,Junior,Tablet
511,3.23,6,6,2,2,No,STEM,Senior,Tablet
512,2.84,7,1,1,4,No,Arts,Junior,Laptop
513,3.87,4,7,0,7,Yes,Social Science,Freshman,Laptop
514,3.73,7,1,2,3,No,Social Science,Junior,Desktop
515,2.09,9,0,0,7,No,STEM,Junior,Laptop
516,2.05,8,4,0,1,Yes,Business,Freshman,Phone
517,2.75,5,6,2,3,Yes,Social Science,Freshman,Tablet
518,3.62,4,4,3,2,No,STEM,Junior,Laptop
519,3.97,6,1,3,4,No,Business,Sophomore,Phone
520,2.3,8,1,0,7,No,Social Science,Freshman,Laptop
521,3.19,5,1,3,3,No,Arts,Sophomore,Tablet
522,2.76,7,5,1,4,No,STEM,Sophomore,Phone
523,3.94,5,2,2,7,Yes,Social Science,Senior,Laptop
524,3.68,8,3,0,1,No,STEM,Sophomore,Laptop
525,3.68,8,7,1,6,Yes,STEM,Senior,Phone
526,2.94,9,2,3,1,No,STEM,Sophomore,Desktop
527,2.83,9,4,1,6,No,Arts,Senior,Phone
528,2.55,5,7,3,5,No,Business,Freshman,Phone
529,2.11,7,0,0,6,No,Business,Junior,Phone
530,3.73,5,3,1,5,No,Social Science,Junior,Phone
531,3.63,8,0,2,3,No,Arts,Senior,Laptop
532,4.0,8,6,0,5,No,Business,Freshman,Phone
533,3.99,6,5,1,4,No,Social Science,Senior,Phone
534,3.11,9,4,1,5,No,Social Science,Senior,Tablet
535,3.54,6,5,3,4,Yes,STEM,Freshman,Laptop
536,3.89,4,4,0,7,No,Arts,Sophomore,Tablet
537,3.7,8,0,0,7,No,Business,Sophomore,Laptop
538,2.49,6,0,0,6,Yes,Arts,Freshman,Desktop
539,2.9,5,0,0,6,No,Arts,Senior,Desktop
540,2.26,9,4,3,6,No,Business,Junior,Laptop
541,3.91,9,1,2,5,No,Business,Senior,Desktop
542,3.21,7,0,0,6,Yes,Arts,Sophomore,Desktop
543,2.46,5,5,3,5,No,Social Science,Freshman,Laptop
544,3.34,7,6,2,5,No,Arts,Freshman,Phone
545,3.24,6,3,2,2,No,Business,Freshman,Tablet
546,2.72,4,4,3,2,Yes,Arts,Sophomore,Laptop
547,2.23,5,7,0,5,Yes,Business,Senior,Laptop
548,3.34,5,5,2,7,No,Social Science,Freshman,Laptop
549,3.04,5,2,0,4,No,Arts,Junior,Tablet
550,3.54,7,6,0,3,Yes,Social Science,Freshman,Laptop
551,3.04,6,2,1,1,Yes,Arts,Senior,Tablet
552,3.7,5,3,0,2,Yes,Arts,Sophomore,Tablet
553,3.1,5,1,1,5,No,Business,Junior,Desktop
554,3.12,9,0,2,1,Yes,STEM,Junior,Phone
555,3.75,4,4,3,2,Yes,Business,Freshman,Desktop
556,2.81,9,5,1,3,Yes,Arts,Senior,Laptop
557,2.27,9,7,3,4,No,STEM,Freshman,Laptop
558,2.06,4,0,2,5,No,STEM,Junior,Tablet
559,3.51,6,5,0,3,Yes,Social Science,Freshman,Desktop
560,3.24,9,4,2,7,No,Arts,Senior,Tablet
561,3.41,6,2,3,2,Yes,Business,Sophomore,Desktop
562,2.43,9,0,2,5,Yes,STEM,Junior,Desktop
563,2.27,8,3,0,1,No,STEM,Senior,Desktop
564,2.03,4,1,2,7,No,Business,Freshman,Desktop
565,2.7,9,3,0,7,No,Business,Junior,Desktop
566,3.18,8,1,1,6,Yes,STEM,Freshman,Phone
567,2.78,7,6,3,4,No,Business,Freshman,Laptop
568,2.87,8,5,0,7,No,Social Science,Sophomore,Desktop
569,3.81,5,0,0,2,No,STEM,Freshman,Desktop
570,2.7,9,0,2,4,Yes,Social Science,Freshman,Tablet
571,3.03,8,6,1,5,No,Arts,Senior,Laptop
572,3.57,6,1,0,6,No,Social Science,Freshman,Laptop
573,2.79,7,2,1,3,No,Business,Sophomore,Laptop
574,3.24,9,4,1,4,Yes,STEM,Freshman,Desktop
575,3.72,5,3,2,1,No,Social Science,Freshman,Tablet
576,3.9,8,6,0,2,Yes,Business,Freshman,Laptop
577,2.29,7,7,2,1,No,Business,Junior,Tablet
578,3.85,9,7,3,4,Yes,Social Science,Sophomore,Phone
579,2.98,7,5,3,6,No,STEM,Junior,Phone
580,2.52,5,6,0,3,Yes,Social Science,Sophomore,Tablet
581,2.92,8,3,1,3,Yes,Arts,Sophomore,Desktop
582,3.96,7,3,0,1,Yes,Social Science,Senior,Laptop
583,2.99,7,5,0,5,Yes,Social Science,Junior,Phone
584,2.66,4,5,3,5,No,STEM,Sophomore,Phone
585,3.27,7,0,3,6,No,Social Science,Sophomore,Tablet
586,2.48,4,3,1,3,No,Business,Senior,Desktop
587,2.15,8,4,1,1,Yes,STEM,Junior,Tablet
588,2.26,9,7,0,1,No,Business,Freshman,Tablet
589,2.26,9,4,2,1,No,STEM,Senior,Tablet
590,2.3,8,1,0,4,No,Arts,Sophomore,Tablet
591,2.28,8,6,1,6,No,Arts,Junior,Tablet
592,3.28,6,5,2,5,No,Arts,Sophomore,Desktop
593,2.36,8,0,3,5,No,Social Science,Senior,Tablet
594,2.69,7,4,1,4,No,Arts,Senior,Desktop
595,3.79,9,2,1,2,Yes,STEM,Junior,Laptop
596,2.95,5,7,2,4,Yes,Arts,Senior,Laptop
597,3.34,9,0,1,6,No,STEM,Senior,Laptop
598,2.34,4,0,1,1,No,Business,Freshman,Laptop
599,2.38,9,4,1,4,Yes,Social Science,Sophomore,Phone
600,2.08,6,2,1,1,Yes,Business,Freshman,Desktop
601,2.34,8,1,1,6,No,Business,Freshman,Laptop
602,2.56,8,4,1,7,No,Arts,Junior,Phone
603,2.35,9,2,1,6,Yes,Arts,Senior,Desktop
604,2.18,5,0,1,3,No,Arts,Sophomore,Phone
605,2.24,5,7,3,1,No,Business,Sophomore,Phone
606,2.92,6,2,1,5,No,Social Science,Sophomore,Tablet
607,2.41,4,0,3,4,Yes,Social Science,Senior,Phone
608,2.73,9,6,3,7,No,Business,Sophomore,Phone
609,3.01,8,4,0,6,No,Social Science,Sophomore,Desktop
610,3.38,9,5,0,1,Yes,Business,Senior,Phone
611,2.08,6,4,3,7,No,Business,Junior,Tablet
612,3.6,7,6,3,2,Yes,Social Science,Sophomore,Laptop
613,3.26,7,3,1,3,Yes,STEM,Senior,Laptop
614,2.16,6,3,0,2,No,STEM,Freshman,Desktop
615,3.75,8,3,2,6,Yes,Arts,Senior,Desktop
616,3.84,6,4,0,2,Yes,Social Science,Freshman,Phone
617,2.12,8,1,3,2,No,Arts,Senior,Desktop
618,2.55,5,4,3,3,Yes,Business,Sophomore,Phone
619,3.61,6,7,1,3,No,STEM,Junior,Desktop
620,3.5,8,6,1,3,No,Social Science,Junior,Laptop
621,2.37,6,7,0,7,Yes,Social Science,Sophomore,Laptop
622,2.42,6,6,1,3,Yes,Social Science,Freshman,Laptop
623,2.74,8,5,2,2,No,STEM,Senior,Laptop
624,2.97,8,2,2,5,No,Arts,Sophomore,Phone
625,3.24,4,4,1,5,Yes,STEM,Senior,Phone
626,2.74,6,4,2,3,Yes,Arts,Sophomore,Phone
627,2.93,7,0,2,7,No,Business,Sophomore,Laptop
628,3.49,6,6,0,4,Yes,Business,Senior,Tablet
629,2.07,6,0,2,1,No,Arts,Junior,Laptop
630,2.5,8,0,3,6,No,Business,Junior,Laptop
631,3.43,6,4,3,7,No,Business,Freshman,Tablet
632,3.79,9,1,0,4,Yes,Social Science,Senior,Tablet
633,3.02,6,2,1,6,Yes,Social Science,Freshman,Desktop
634,3.06,9,2,0,4,No,STEM,Sophomore,Laptop
635,2.21,7,7,1,4,Yes,STEM,Freshman,Tablet
636,2.89,8,6,1,5,Yes,STEM,Sophomore,Desktop
637,3.07,6,5,1,1,No,Social Science,Senior,Tablet
638,2.48,9,6,1,4,Yes,STEM,Senior,Tablet
639,2.54,9,1,1,3,No,STEM,Senior,Desktop
640,2.75,9,1,0,6,No,Social Science,Senior,Laptop
641,2.04,5,2,1,7,No,Arts,Freshman,Desktop
642,2.64,4,3,2,5,No,Social Science,Sophomore,Laptop
643,2.42,7,0,2,6,No,Arts,Junior,Tablet
644,2.65,6,0,1,3,Yes,Social Science,Senior,Desktop
645,2.24,5,2,2,3,Yes,STEM,Senior,Phone
646,3.78,6,6,3,4,No,Business,Sophomore,Tablet
647,3.19,6,1,0,3,No,Business,Junior,Desktop
648,3.36,8,6,0,1,Yes,Arts,Senior,Tablet
649,3.58,8,5,1,3,No,Arts,Junior,Desktop
650,3.0,8,3,1,4,No,Arts,Senior,Laptop
651,2.17,5,2,3,6,Yes,Business,Freshman,Phone
652,3.07,6,0,1,3,No,Arts,Freshman,Tablet
653,3.17,4,4,2,5,Yes,Social Science,Junior,Phone
654,3.49,7,6,3,7,No,Social Science,Sophomore,Laptop
655,2.86,8,1,2,5,No,Business,Sophomore,Desktop
656,2.26,8,4,0,5,Yes,Social Science,Freshman,Phone
657,2.57,6,5,2,6,Yes,Arts,Sophomore,Desktop
658,2.73,6,2,0,2,No,Business,Sophomore,Laptop
659,3.29,5,6,2,7,No,Arts,Sophomore,Tablet
660,3.14,5,0,0,5,No,Social Science,Junior,Laptop
661,2.71,8,6,1,5,Yes,Arts,Junior,Phone
662,3.97,6,3,2,2,Yes,Business,Sophomore,Phone
663,3.21,4,7,0,6,Yes,Arts,Freshman,Phone
664,2.47,7,4,2,7,No,Social Science,Sophomore,Desktop
665,2.2,6,3,3,5,Yes,STEM,Senior,Tablet
666,2.31,6,5,1,4,Yes,Business,Freshman,Phone
667,2.49,9,0,0,6,No,Arts,Junior,Phone
668,2.32,5,4,3,7,No,Business,Senior,Phone
669,2.37,7,5,2,5,Yes,Arts,Sophomore,Laptop
670,2.57,8,3,3,5,No,STEM,Sophomore,Phone
671,2.35,6,3,2,2,No,Social Science,Freshman,Laptop
672,3.79,8,7,1,7,Yes,Arts,Freshman,Phone
673,2.16,6,4,3,4,Yes,Arts,Sophomore,Laptop
674,3.05,8,0,1,6,Yes,STEM,Sophomore,Desktop
675,2.82,7,3,0,3,No,Business,Freshman,Desktop
676,3.96,5,2,2,1,No,Social Science,Senior,Laptop
677,2.22,7,7,2,4,Yes,Arts,Junior,Tablet
678,2.8,9,5,1,3,Yes,Arts,Freshman,Tablet
679,3.94,4,4,1,4,No,Social Science,Senior,Laptop
680,3.73,5,1,0,7,No,STEM,Sophomore,Desktop
681,3.63,7,1,3,3,No,Business,Junior,Laptop
682,2.52,9,0,2,7,No,Social Science,Senior,Tablet
683,2.34,4,2,2,3,No,Business,Junior,Laptop
684,3.34,9,3,0,4,No,STEM,Junior,Desktop
685,3.86,6,1,0,2,Yes,STEM,Junior,Tablet
686,3.11,6,0,1,4,No,Social Science,Senior,Tablet
687,3.14,8,5,1,7,Yes,Arts,Senior,Phone
688,2.56,5,7,3,4,No,STEM,Sophomore,Phone
689,3.54,6,2,0,3,No,STEM,Junior,Tablet
690,2.37,9,2,3,1,No,Social Science,Freshman,Tablet
691,2.65,5,6,0,3,Yes,Social Science,Freshman,Laptop
692,2.85,6,0,2,5,Yes,Social Science,Freshman,Desktop
693,3.02,8,0,0,4,Yes,STEM,Senior,Tablet
694,2.48,7,6,0,6,Yes,Business,Sophomore,Desktop
695,2.23,8,7,2,4,No,STEM,Senior,Tablet
696,3.22,4,3,0,2,No,Social Science,Junior,Desktop
697,2.58,6,0,3,7,Yes,Arts,Freshman,Phone
698,3.16,4,6,1,6,Yes,Arts,Senior,Tablet
699,2.31,4,3,1,3,No,Social Science,Freshman,Laptop
700,2.96,9,7,3,2,Yes,Arts,Senior,Desktop
701,3.07,5,3,2,4,No,STEM,Freshman,Tablet
702,2.1,9,4,0,3,Yes,Business,Junior,Phone
703,2.67,6,2,3,3,Yes,STEM,Freshman,Phone
704,2.27,4,5,1,5,Yes,Social Science,Junior,Phone
705,2.13,7,2,1,5,Yes,STEM,Junior,Phone
706,3.98,4,2,3,1,No,Arts,Senior,Tablet
707,2.64,7,4,1,5,Yes,STEM,Senior,Laptop
708,3.62,9,3,3,7,No,Business,Senior,Desktop
709,2.51,9,3,1,6,No,Arts,Junior,Laptop
710,3.36,5,0,3,3,Yes,Business,Sophomore,Desktop
711,3.52,4,4,0,5,Yes,Business,Sophomore,Laptop
712,3.19,8,0,0,1,No,Business,Junior,Tablet
713,2.94,9,4,0,4,No,STEM,Junior,Tablet
714,2.82,9,0,0,6,No,STEM,Senior,Desktop
715,2.7,5,1,1,5,Yes,STEM,Senior,Tablet
716,3.86,7,6,2,3,Yes,STEM,Senior,Desktop
717,3.66,5,2,3,4,Yes,Arts,Sophomore,Laptop
718,3.93,4,2,2,7,No,STEM,Sophomore,Tablet
719,2.25,6,7,1,3,No,Arts,Junior,Tablet
720,3.46,6,5,1,4,No,Business,Sophomore,Desktop
721,3.88,7,6,2,7,No,Arts,Senior,Desktop
722,2.36,9,3,2,7,Yes,Social Science,Senior,Desktop
723,2.13,7,5,1,6,No,STEM,Senior,Desktop
724,3.48,9,1,1,3,No,Social Science,Senior,Phone
725,3.15,9,7,3,5,Yes,Arts,Senior,Desktop
726,3.68,6,5,0,5,No,STEM,Freshman,Phone
727,2.28,7,7,0,1,No,Social Science,Junior,Laptop
728,3.59,5,2,3,4,No,STEM,Junior,Desktop
729,2.4,9,3,2,1,No,Arts,Sophomore,Phone
730,2.33,8,1,1,2,Yes,Social Science,Senior,Phone
731,2.33,8,2,2,5,No,Arts,Freshman,Phone
732,3.63,5,6,0,4,Yes,Social Science,Senior,Tablet
733,3.33,8,0,0,6,No,Business,Senior,Phone
734,3.05,4,4,2,1,Yes,Business,Sophomore,Desktop
735,2.72,9,1,0,6,No,Business,Freshman,Desktop
736,3.75,5,3,1,6,No,Business,Freshman,Desktop
737,2.78,7,7,3,6,No,Business,Junior,Phone
738,3.63,9,5,2,1,Yes,Arts,Senior,Phone
739,2.88,5,6,1,2,Yes,Business,Freshman,Tablet
740,2.75,6,5,1,7,No,Arts,Junior,Laptop
741,2.93,7,1,0,7,No,Business,Freshman,Tablet
742,2.6,6,6,1,1,No,STEM,Senior,Desktop
743,3.5,9,3,2,7,Yes,Business,Junior,Desktop
744,3.01,7,1,1,3,No,STEM,Freshman,Desktop
745,2.46,8,3,3,7,No,Arts,Sophomore,Tablet
746,3.8,5,5,1,5,No,Business,Freshman,Desktop
747,2.77,9,2,1,1,No,Social Science,Senior,Desktop
748,3.09,4,6,3,7,No,Arts,Sophomore,Desktop
749,3.81,7,0,1,1,Yes,Business,Freshman,Phone
750,3.25,7,2,1,2,Yes,Arts,Freshman,Laptop
751,2.23,9,0,0,3,No,Social Science,Junior,Phone
752,3.88,9,5,2,1,Yes,Business,Senior,Phone
753,3.26,6,7,0,5,No,Social Science,Freshman,Laptop
754,2.67,8,6,2,7,No,Business,Freshman,Laptop
755,2.28,6,2,3,5,No,STEM,Freshman,Tablet
756,3.59,6,2,3,7,No,Arts,Senior,Laptop
757,3.24,8,1,3,1,Yes,Social Science,Sophomore,Tablet
758,3.07,4,4,2,6,Yes,Arts,Senior,Tablet
759,3.79,6,5,2,7,No,Social Science,Junior,Phone
760,3.58,6,3,2,6,Yes,Arts,Junior,Desktop
761,2.3,7,5,3,3,No,Arts,Senior,Phone
762,2.62,8,3,2,5,No,Arts,Freshman,Phone
763,2.5,5,6,1,6,Yes,STEM,Freshman,Laptop
764,3.49,4,3,0,5,Yes,Business,Sophomore,Laptop
765,2.07,4,7,3,7,No,STEM,Senior,Tablet
766,3.14,8,0,0,7,No,Arts,Senior,Tablet
767,3.52,9,3,1,3,Yes,Social Science,Freshman,Tablet
768,3.75,9,3,2,7,No,Arts,Junior,Laptop
769,2.68,7,1,0,3,No,Business,Junior,Tablet
770,3.64,7,2,1,6,No,STEM,Sophomore,Tablet
771,2.22,8,5,1,7,Yes,Business,Sophomore,Laptop
772,3.69,7,5,0,1,Yes,Social Science,Junior,Desktop
773,2.25,4,6,3,4,No,Business,Senior,Phone
774,2.79,4,6,0,2,No,STEM,Sophomore,Laptop
775,3.59,5,7,3,4,No,Social Science,Freshman,Tablet
776,2.3,9,3,2,4,No,Business,Senior,Phone
777,2.46,8,4,3,5,No,STEM,Freshman,Laptop
778,3.44,6,5,2,3,Yes,STEM,Sophomore,Phone
779,3.44,9,6,0,5,No,Arts,Junior,Phone
780,3.28,6,3,2,6,No,Business,Sophomore,Desktop
781,3.39,5,6,1,2,Yes,Social Science,Junior,Tablet
782,3.09,5,7,2,6,Yes,Arts,Senior,Laptop
783,2.5,7,0,3,1,No,Business,Sophomore,Tablet
784,2.69,5,0,3,2,Yes,Business,Sophomore,Desktop
785,2.36,5,6,3,5,Yes,Social Science,Sophomore,Desktop
786,3.82,6,0,2,7,No,Arts,Senior,Laptop
787,3.17,7,6,3,7,No,Arts,Freshman,Laptop
788,2.8,5,3,3,5,No,Social Science,Freshman,Desktop
789,2.92,9,1,1,6,No,Arts,Junior,Laptop
790,3.89,5,4,2,5,Yes,STEM,Sophomore,Phone
791,2.31,7,3,1,5,Yes,Social Science,Freshman,Phone
792,3.17,8,1,3,4,Yes,Business,Senior,Desktop
793,3.01,7,1,3,1,Yes,Social Science,Sophomore,Tablet
794,3.22,6,5,3,7,No,STEM,Junior,Laptop
795,2.04,8,3,2,4,No,Social Science,Freshman,Laptop
796,3.74,9,3,0,5,No,Business,Senior,Phone
797,3.86,4,6,3,3,Yes,Business,Senior,Laptop
798,3.13,7,1,3,4,Yes,Social Science,Junior,Tablet
799,3.39,6,1,3,5,No,Social Science,Freshman,Laptop
800,3.84,9,1,3,7,No,STEM,Sophomore,Laptop
801,3.41,8,6,2,5,Yes,STEM,Senior,Phone
802,2.31,9,5,0,1,No,Business,Junior,Laptop
803,3.15,7,3,0,6,Yes,Arts,Senior,Desktop
804,3.21,5,1,0,2,Yes,Arts,Senior,Desktop
805,2.85,7,0,3,4,No,Arts,Freshman,Tablet
806,3.47,4,3,3,4,Yes,Arts,Freshman,Tablet
807,3.87,7,6,0,4,No,Business,Sophomore,Tablet
808,3.85,8,5,0,5,Yes,Arts,Senior,Tablet
809,2.9,8,0,3,1,Yes,Arts,Junior,Phone
810,2.23,7,6,3,5,Yes,Social Science,Senior,Laptop
811,3.97,8,2,1,5,No,Arts,Junior,Phone
812,3.68,5,3,1,6,No,Social Science,Senior,Tablet
813,2.25,9,2,1,3,No,Business,Junior,Laptop
814,3.84,7,6,0,1,No,Social Science,Senior,Desktop
815,3.74,5,6,2,4,No,STEM,Senior,Phone
816,3.04,9,6,3,2,Yes,Social Science,Sophomore,Laptop
817,3.18,9,1,1,4,Yes,Arts,Freshman,Desktop
818,2.8,5,5,2,5,Yes,Social Science,Freshman,Desktop
819,2.11,6,1,3,1,Yes,Social Science,Junior,Tablet
820,2.67,7,5,2,7,No,Business,Senior,Desktop
821,3.61,9,4,0,1,Yes,Business,Senior,Desktop
822,2.01,9,1,0,1,Yes,Arts,Freshman,Tablet
823,2.67,8,2,0,3,Yes,STEM,Junior,Laptop
824,2.8,9,5,1,4,No,STEM,Sophomore,Laptop
825,3.07,5,1,3,3,No,Social Science,Sophomore,Tablet
826,3.84,9,3,0,7,No,STEM,Sophomore,Phone
827,2.69,6,6,1,7,Yes,Business,Senior,Tablet
828,2.69,7,5,1,6,Yes,Arts,Junior,Laptop
829,3.48,7,5,1,2,Yes,Arts,Freshman,Phone
830,2.9,9,1,1,6,No,Business,Senior,Tablet
831,2.45,4,4,0,5,Yes,Arts,Senior,Laptop
832,2.9,4,1,1,3,No,Social Science,Sophomore,Laptop
833,2.28,5,7,0,3,No,Arts,Junior,Laptop
834,2.35,4,2,0,6,Yes,STEM,Junior,Desktop
835,3.0,5,2,1,5,Yes,Arts,Sophomore,Desktop
836,2.84,8,5,0,1,Yes,Arts,Sophomore,Phone
837,3.83,5,5,3,5,No,Business,Sophomore,Phone
838,2.72,4,1,3,4,No,Business,Senior,Phone
839,3.16,9,2,2,6,No,STEM,Senior,Desktop
840,3.26,8,2,3,5,No,Business,Senior,Phone
841,2.03,4,4,0,1,No,STEM,Freshman,Laptop
842,3.33,5,3,0,5,No,Social Science,Freshman,Laptop
843,2.36,6,4,3,3,Yes,STEM,Junior,Phone
844,3.92,7,7,1,2,Yes,Arts,Sophomore,Phone
845,2.3,4,0,1,3,Yes,STEM,Sophomore,Desktop
846,2.83,5,6,0,7,No,Social Science,Senior,Laptop
847,2.17,8,4,1,2,Yes,Arts,Freshman,Tablet
848,3.99,4,7,2,7,No,STEM,Sophomore,Tablet
849,3.0,4,1,2,5,Yes,Business,Junior,Desktop
850,3.19,7,3,3,4,No,Business,Sophomore,Desktop
851,2.13,5,1,3,5,Yes,Business,Senior,Desktop
852,3.5,6,6,1,1,Yes,STEM,Senior,Laptop
853,2.42,8,7,0,5,No,STEM,Freshman,Phone
854,3.8,5,0,3,2,No,Social Science,Junior,Phone
855,2.41,8,3,2,3,No,Arts,Junior,Desktop
856,2.38,4,5,3,4,Yes,Arts,Sophomore,Laptop
857,2.07,7,2,3,7,Yes,Arts,Junior,Tablet
858,2.94,7,4,2,5,No,Arts,Sophomore,Desktop
859,3.13,9,7,0,5,No,STEM,Sophomore,Laptop
860,2.13,6,1,3,3,Yes,STEM,Freshman,Desktop
861,3.55,7,0,3,4,No,Social Science,Junior,Laptop
862,2.91,4,2,3,6,No,Arts,Senior,Laptop
863,3.05,6,4,1,7,No,STEM,Sophomore,Desktop
864,2.88,5,2,3,5,Yes,STEM,Sophomore,Phone
865,2.8,7,4,2,5,Yes,STEM,Sophomore,Desktop
866,3.12,6,7,0,6,No,STEM,Junior,Phone
867,2.31,4,5,0,7,No,Arts,Junior,Phone
868,2.36,9,3,2,2,No,Arts,Junior,Tablet
869,3.72,8,7,1,2,Yes,STEM,Sophomore,Laptop
870,3.89,8,2,2,1,Yes,Business,Senior,Desktop
871,2.75,4,2,0,3,No,Social Science,Senior,Laptop
872,2.54,4,2,2,4,Yes,Arts,Junior,Tablet
873,3.29,8,3,1,5,Yes,Arts,Senior,Phone
874,2.82,9,0,0,7,Yes,Business,Sophomore,Desktop
875,2.05,6,4,1,5,No,Arts,Junior,Laptop
876,2.31,8,7,2,1,Yes,Business,Junior,Tablet
877,3.43,4,7,3,7,No,Business,Sophomore,Phone
878,3.32,7,5,2,7,No,STEM,Junior,Phone
879,2.05,5,2,1,5,No,Arts,Sophomore,Laptop
880,2.44,9,6,2,3,No,Social Science,Junior,Phone
881,2.46,9,7,3,1,Yes,Business,Senior,Tablet
882,3.34,7,3,1,3,No,Social Science,Junior,Phone
883,2.04,7,0,2,1,No,STEM,Junior,Desktop
884,2.21,4,7,1,5,No,Arts,Junior,Desktop
885,3.6,8,4,1,1,No,STEM,Freshman,Laptop
886,2.36,6,3,0,2,No,STEM,Senior,Tablet
887,3.31,9,5,0,7,No,Social Science,Sophomore,Phone
888,2.48,9,5,1,4,Yes,Social Science,Freshman,Phone
889,2.2,7,4,2,5,No,Business,Senior,Phone
890,2.49,8,2,2,6,No,Arts,Junior,Desktop
891,3.44,9,5,2,4,Yes,STEM,Junior,Tablet
892,3.71,6,0,3,5,No,Business,Sophomore,Phone
893,3.66,7,3,1,4,Yes,Business,Sophomore,Laptop
894,2.79,6,7,1,2,No,STEM,Senior,Tablet
895,3.34,8,0,3,4,No,STEM,Senior,Tablet
896,2.41,9,2,1,1,No,Business,Sophomore,Phone
897,2.59,5,0,1,4,No,STEM,Senior,Desktop
898,3.79,9,0,3,5,Yes,STEM,Sophomore,Tablet
899,2.03,8,1,0,6,Yes,Social Science,Junior,Laptop
900,2.17,9,0,1,6,Yes,Arts,Sophomore,Tablet
901,2.42,9,4,3,3,No,Business,Freshman,Desktop
902,2.05,4,3,2,7,No,STEM,Sophomore,Laptop
903,2.36,9,1,0,4,No,Business,Sophomore,Desktop
904,3.17,9,3,2,6,Yes,Arts,Freshman,Phone
905,2.84,6,3,1,4,No,Business,Freshman,Tablet
906,3.79,5,2,0,7,Yes,Business,Freshman,Laptop
907,3.63,6,2,3,6,No,Business,Freshman,Desktop
908,2.68,6,1,1,7,No,Social Science,Sophomore,Phone
909,2.52,7,5,3,4,No,Arts,Senior,Laptop
910,2.76,4,6,0,5,No,Arts,Freshman,Tablet
911,3.18,6,2,2,4,No,Business,Junior,Tablet
912,2.54,8,6,1,7,No,Business,Sophomore,Desktop
913,3.25,8,2,1,5,No,Arts,Senior,Laptop
914,2.82,9,2,3,5,No,STEM,Junior,Phone
915,3.1,7,3,0,3,Yes,Social Science,Sophomore,Phone
916,2.87,4,1,3,6,Yes,Arts,Sophomore,Phone
917,2.59,4,3,0,1,No,Business,Junior,Desktop
918,3.9,9,7,1,5,No,STEM,Freshman,Phone
919,3.53,8,4,0,7,Yes,STEM,Freshman,Laptop
920,2.28,5,3,1,6,No,STEM,Junior,Desktop
921,3.74,7,6,0,2,Yes,Social Science,Senior,Tablet
